Station,n,latrines,Setup_Date,Retrieval_Date,Time.Retrieval,trap.ngt,n.trap,gram,forb,length,width,quality,area,elev,perm,Species,Det_DateTime,Det
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/10/2022 20:18,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/11/2022 9:16,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/12/2022 16:53,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/14/2022 11:35,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/22/2022 10:22,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/22/2022 12:17,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/23/2022 1:48,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/23/2022 12:50,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/26/2022 13:14,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/26/2022 14:49,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/26/2022 14:51,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/26/2022 17:13,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/27/2022 4:57,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/27/2022 5:42,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/28/2022 11:27,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,7/29/2022 12:19,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/1/2022 10:07,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/1/2022 16:48,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/1/2022 17:05,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/1/2022 17:08,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/2/2022 12:48,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/2/2022 14:37,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/3/2022 8:46,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/4/2022 12:58,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/4/2022 13:31,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/4/2022 16:23,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/4/2022 17:59,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/5/2022 18:19,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/6/2022 18:42,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/7/2022 13:05,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/7/2022 14:18,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/7/2022 18:08,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/8/2022 10:10,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/8/2022 16:45,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/10/2022 19:04,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/10/2022 19:08,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/11/2022 10:52,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/11/2022 11:26,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/11/2022 11:54,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/11/2022 13:11,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/11/2022 13:45,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/11/2022 14:19,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/11/2022 14:36,1
BR463,44,26,7/8/2022,8/12/2022,10:08,34,1.294117647,3,3,150,15,6,2987,1212.716431,67.06118011,COPI,8/12/2022 7:42,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/2/2022 1:31,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/2/2022 4:53,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/3/2022 10:49,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/9/2022 10:52,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/12/2022 18:01,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/14/2022 14:11,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/20/2022 12:32,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/21/2022 11:21,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/22/2022 9:07,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/22/2022 18:26,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/23/2022 11:21,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/23/2022 16:26,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,6/26/2022 15:33,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,7/4/2022 13:07,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,7/4/2022 14:02,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,7/4/2022 14:03,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,7/6/2022 13:43,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,7/9/2022 14:54,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,7/12/2022 12:59,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,7/14/2022 14:04,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,7/14/2022 14:05,1
BR471,22,25,6/1/2022,8/9/2022,11:14,68,0.323529412,1,2,100,10,3,577,1037.880859,100.0311508,COPI,7/15/2022 19:37,1
BR477,3,17,6/6/2022,8/10/2022,11:43,64,0.046875,1,2,40,15,3,488,1312.77063,37.45375443,COPI,6/8/2022 23:27,1
BR477,3,17,6/6/2022,8/10/2022,11:43,64,0.046875,1,2,40,15,3,488,1312.77063,37.45375443,COPI,6/29/2022 8:06,1
BR477,3,17,6/6/2022,8/10/2022,11:43,64,0.046875,1,2,40,15,3,488,1312.77063,37.45375443,COPI,7/18/2022 20:17,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/15/2022 9:56,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/15/2022 15:46,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/15/2022 18:24,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/15/2022 18:25,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/15/2022 21:28,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/16/2022 15:06,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/16/2022 15:10,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/16/2022 20:42,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/17/2022 14:34,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/17/2022 23:26,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/18/2022 3:18,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/18/2022 5:39,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/18/2022 6:01,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/18/2022 6:37,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/18/2022 20:22,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/18/2022 20:31,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/18/2022 20:54,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/18/2022 21:01,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/18/2022 22:07,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/20/2022 16:27,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,6/22/2022 15:22,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,7/20/2022 13:19,1
BR483,23,30,6/14/2022,8/8/2022,10:40,54,0.425925926,2,3,30,8,5,300,1122.596558,40.03282547,COPI,7/24/2022 13:47,1
BR487,3,20,6/18/2022,8/9/2022,10:45,51,0.058823529,1,1,25,15,2,70,1200.100952,58.4355011,COPI,7/15/2022 8:36,1
BR487,3,20,6/18/2022,8/9/2022,10:45,51,0.058823529,1,1,25,15,2,70,1200.100952,58.4355011,COPI,7/26/2022 10:49,1
BR487,3,20,6/18/2022,8/9/2022,10:45,51,0.058823529,1,1,25,15,2,70,1200.100952,58.4355011,COPI,8/3/2022 17:04,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,7/14/2022 9:21,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,7/23/2022 17:44,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,7/25/2022 10:28,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,7/26/2022 13:39,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,7/27/2022 19:04,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,7/28/2022 9:54,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,7/28/2022 11:04,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,7/28/2022 12:39,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,7/29/2022 15:34,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,7/30/2022 9:14,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,7/30/2022 12:56,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/2/2022 18:41,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/2/2022 18:50,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/3/2022 0:28,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/3/2022 1:58,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/3/2022 15:54,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/6/2022 14:56,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/8/2022 12:52,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/9/2022 14:39,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/9/2022 18:34,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/9/2022 18:35,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/10/2022 6:22,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/10/2022 12:20,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/10/2022 15:44,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/10/2022 18:43,1
BR490,26,58,7/12/2022,8/12/2022,11:46,30,0.866666667,1,1,50,25,2,1241,1173.963257,13.81518841,COPI,8/11/2022 13:53,1
BR491,7,31,6/3/2022,8/9/2022,14:08,66,0.106060606,3,3,75,20,6,1248,1180.720459,8.269271851,COPI,6/10/2022 5:21,1
BR491,7,31,6/3/2022,8/9/2022,14:08,66,0.106060606,3,3,75,20,6,1248,1180.720459,8.269271851,COPI,7/16/2022 10:16,1
BR491,7,31,6/3/2022,8/9/2022,14:08,66,0.106060606,3,3,75,20,6,1248,1180.720459,8.269271851,COPI,7/23/2022 10:45,1
BR491,7,31,6/3/2022,8/9/2022,14:08,66,0.106060606,3,3,75,20,6,1248,1180.720459,8.269271851,COPI,7/28/2022 8:29,1
BR491,7,31,6/3/2022,8/9/2022,14:08,66,0.106060606,3,3,75,20,6,1248,1180.720459,8.269271851,COPI,7/28/2022 12:06,1
BR491,7,31,6/3/2022,8/9/2022,14:08,66,0.106060606,3,3,75,20,6,1248,1180.720459,8.269271851,COPI,7/31/2022 16:33,1
BR491,7,31,6/3/2022,8/9/2022,14:08,66,0.106060606,3,3,75,20,6,1248,1180.720459,8.269271851,COPI,8/5/2022 8:48,1
BR495,1,31,7/1/2022,8/12/2022,10:38,41,0.024390244,1,3,130,20,4,1164,1337.040894,87.65607452,COPI,7/4/2022 9:45,1
BR512,4,5,7/20/2022,8/10/2022,11:06,20,0.2,0,1,120,25,1,800,1462.329834,NA,COPI,7/28/2022 16:46,1
BR512,4,5,7/20/2022,8/10/2022,11:06,20,0.2,0,1,120,25,1,800,1462.329834,NA,COPI,7/28/2022 16:48,1
BR512,4,5,7/20/2022,8/10/2022,11:06,20,0.2,0,1,120,25,1,800,1462.329834,NA,COPI,7/29/2022 15:30,1
BR512,4,5,7/20/2022,8/10/2022,11:06,20,0.2,0,1,120,25,1,800,1462.329834,NA,COPI,8/3/2022 18:41,1
BR462,0,16,6/27/2022,8/11/2022,11:03,44,0,1,1,80,30,2,1835,1536.099854,NA,NA,NA,NA
